web-scraper-order,web-scraper-start-url,banner-image-src,product_name,price,ratings,ship_from,banners,has_video,product_image-src,is_ad,sold,shipping_speed
"1730178464-31","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=16&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-50009109-a79dbf4b90876415e15781cafa0b079a","ชาอู่หลงหอมหมื่นลี้ 台湾冻顶乌龙茶 อู่หลงหไต้หวัน ก้านอ่อน เบอร์17 桂花乌龙茶 เกรดซูเปอร์ 200g-500g Osmanthus Tea ลดไขมัน","171","4.9","จังหวัดกรุงเทพมหานคร","ช้อปปี้ถูกชัวร์","badge-video","https://down-th.img.susercontent.com/file/89b6cf9d428025949714ad79f48667b7_tn.webp","","ขายแล้ว 3.6พัน ชิ้น","1-2 วัน"
"1730178464-32","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=16&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","Docmee l ชานอนหลับ (Lotใหม่ Exp.05/26) Celestial Seasonings,Sleepytime Extra กลิ่นคาโมมายด์ Sleepy Tea","199","4.9","จังหวัดปทุมธานี","","","https://down-th.img.susercontent.com/file/th-11134207-7qul5-lf8hnxi9006lca_tn.webp","","ขายแล้ว 1.4พัน ชิ้น","2-3 วัน"
"1730178464-33","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=16&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","ชาดำกงชา (Gong cha) นำเข้าจากไต้หวัน (ระวังของปลอม)สินค้ามีการเปลี่ยนแพคเกจใหม่ค่ะ","310","4.9","จังหวัดกรุงเทพมหานคร","","","https://down-th.img.susercontent.com/file/th-11134207-7qul1-li8alob1rhxt57_tn.webp","","ขายแล้ว 1.7พัน ชิ้น","1-3 วัน"
"1730178464-34","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=16&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","❤️ผงชาเขียวมัทฉะ💯% (รับรองติดใจ คุ้มสุด)📌📌ชงคุ้ม 3 เดือน","290","4.9","จังหวัดเชียงราย","","badge-video","https://down-th.img.susercontent.com/file/46c6c79be116f6dc16e9f10cf9e6f22c_tn.webp","","ขายแล้ว 306 ชิ้น","2-4 วัน"
"1730178464-35","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=16&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9h6gjo4vd88","Kombucha Scoby Starter Kits พร้อมวิธีหมัก และกลุ่มPrivateของร้าน สำหรับมือใหม่ | ชุดเริ่มต้นหมักคอมบูชาพร้อมอุปกรณ์ KETO","695","5.0","จังหวัดขอนแก่น","","","https://down-th.img.susercontent.com/file/1b3436967feec25f33f1efc77bbb12ca_tn.webp","","ขายแล้ว 1.1พัน ชิ้น","2-3 วัน"
"1730178464-36","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=16&sortBy=relevancy","","ชาซิกเค่อ ชาตาใส ชาลดความดัน  Sicklepod tea","290","4.9","จังหวัดมุกดาหาร","ขายส่ง","","https://down-th.img.susercontent.com/file/th-11134207-7r98t-lsb1uxzxsgvie9_tn.webp","","ขายแล้ว 1.8พัน ชิ้น","2-4 วัน"
"1730178464-37","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=16&sortBy=relevancy","","Nespresso ชาไทยลาเต้ แคปซูล เข้มข้น จากชาไทย เข้มข้น Thai Milk Tea (10 แคปซูล)","129","4.8","จังหวัดน่าน","ซื้อ 4 ชิ้น ลด 4%","","https://down-th.img.susercontent.com/file/th-11134207-7r992-lqoyca0mg7vo03_tn.webp","","ขายแล้ว 814 ชิ้น","3-4 วัน"
"1730178464-38","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=16&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-50009109-a79dbf4b90876415e15781cafa0b079a","ชาอู่หลง อู่หลงไต้หวัน 台湾乌龙茶 阿里山高山茶 มาจากไต้หวันภูเขาสูง 200-400g กลิ่นเข้มข้น","288","4.9","จังหวัดกรุงเทพมหานคร","ช้อปปี้ถูกชัวร์","badge-video","https://down-th.img.susercontent.com/file/5319cacd9fbfd0dc9ae2ec9b77c1f270_tn.webp","","ขายแล้ว 2.4พัน ชิ้น","1-2 วัน"
"1730178464-39","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=16&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","YUMENOHASHI MATCHA ยูเมะโนะฮาชิ มัทฉะ","840","5.0","จังหวัดกรุงเทพมหานคร","โค้ดลด ฿70","","https://down-th.img.susercontent.com/file/th-11134207-7r98t-lyfyc1c4ox3598_tn.webp","","ขายแล้ว 2 ชิ้น","วันพรุ่งนี้"
"1730178464-40","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=16&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-50009109-9ab90ead8a03c7b7454cafa8f866cd37","[30ซอง] 4รส Daily Kombucha คอมบูชา 17 Probiotics Lactic สุขภาพดี ไม่มีน้ำตาล Keto Friendly คอมบูชะ ช่วยขับถ่าย ไม่อ้วน","434","4.9","จังหวัดกรุงเทพมหานคร","ช้อปปี้ถูกชัวร์","","https://down-th.img.susercontent.com/file/th-11134207-7qul8-litsr7u6t8y974_tn.webp","","ขายแล้ว 3.9พัน ชิ้น","1-3 วัน"
"1730178464-41","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=16&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","ชามัซ ชานมไต้หวัน ใช้นมแท้ ไม่ใส่ครีมเทียม (ถึงรสไต้หวันแท้ๆ)  จำนวน 1 ถุง","180","4.9","จังหวัดกรุงเทพมหานคร","","badge-video","https://down-th.img.susercontent.com/file/397e95e58ea1416ceed1de03187733bb_tn.webp","","ขายแล้ว 1.5พัน ชิ้น","2-3 วัน"
"1730178464-42","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=16&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","ชาอู่หลงมะลิ (Oolong jasmine organic tea)","92","4.9","จังหวัดนครนายก","โค้ดสิ้นเดือน","","https://down-th.img.susercontent.com/file/ef6485b68cf7b47c0ae3e9bf73aa6249_tn.webp","","ขายแล้ว 188 ชิ้น","2-3 วัน"
"1730178464-43","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=16&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9h6gjo4vd88","ชาขาว ไป๋หาวหยินเจิน ชาขาวไป๋หมู่ตาน 白茶白毫银针白牡丹 ขนาด100-250กรัม เข็มเงินชาขาว สมุนไพร  ชาลดไขมัน ป้องกันเส้นเลือดอุดตัน","118","4.9","จังหวัดกรุงเทพมหานคร","โค้ดลด ฿1","badge-video","https://down-th.img.susercontent.com/file/0c8775136aa6596cc9c0121ea86bd864_tn.webp","","ขายแล้ว 748 ชิ้น","1-2 วัน"
"1730178464-44","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=16&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-50009109-591e473f8603ca27bedbcba245a72ab4","📌ชาเขียวคุณพราว สูตร2 พรีเมียม เข้มข้นกว่าเดิม  (ร้านเจ้าของเเบรนด์)","93","4.8","จังหวัดกรุงเทพมหานคร","ส่งไวพิเศษโค้ดลด 5%","","https://down-th.img.susercontent.com/file/th-11134207-7rasj-m1xntrhdmho70f_tn.webp","","ขายแล้ว 6.5พัน ชิ้น","วันพรุ่งนี้"
"1730178464-45","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=16&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","Tea Utensils/Tea Strainer Marukyu Koyamaen Special Matcha Sifter Can Set (Can-shaped Matcha Sifter Can) 【Direct from Japan】","764","ขายแล้ว 1 ชิ้น","ญี่ปุ่น","โค้ดลด ฿20","","https://down-th.img.susercontent.com/file/sg-11134201-7rdya-lyrn00gx8faa4b_tn.webp","","ขายแล้ว 1 ชิ้น",""
"1730178464-46","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=16&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9h6gjo4vd88","ดิลมา ชาซีลอนคุณภาพสูง 100% ชาดำ รสออริจินอล หอม เข้ม กลมกล่อม 100 ซอง(Dilmah Pure Ceylon 100)","385","4.9","จังหวัดสมุทรปราการ","โค้ดลด ฿20","badge-video","https://down-th.img.susercontent.com/file/th-11134207-7r98v-lulvlo9et25qa2_tn.webp","","ขายแล้ว 3.5พัน ชิ้น","2-3 วัน"
"1730178464-47","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=16&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","(แพ็คคู่) ชามัซ ชานมไต้หวัน TAIWAN MILK TEA ไม่ใส่ครีมเทียม ไม่มีไขมันทรานส์ ใช้น้ำตาลดอกมะพร้าว","360","4.9","จังหวัดกรุงเทพมหานคร","","badge-video","https://down-th.img.susercontent.com/file/th-11134207-7r98y-lrcsj7x66vzid7_tn.webp","","ขายแล้ว 1.3พัน ชิ้น","2-3 วัน"
"1730178464-48","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=16&sortBy=relevancy","","[💜ลด50%ในไลฟ์|ส่งด่วนฟรี] ชามะนาวปุยนุ่น เลอมุน ไฟเบอร์ ดริ้งค์ PUIINUN Lermoon Fiber Drink พุงยุบ เอวบาง แถมมัทฉะ 5 ซอง","390","5.0","จังหวัดปทุมธานี","","","https://down-th.img.susercontent.com/file/th-11134207-7r992-ls9h1n8fjbnhfd_tn.webp","","ขายแล้ว 9 ชิ้น","วันพรุ่งนี้"
"1730178464-49","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=16&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","Pure Cacao Tea นอนหลับสบาย ลดการปวดหัวระหว่างวัน ไม่ผ่านความร้อนสูงชาคาเคาบริสุทธิ์  100% เมล็ดคาเคาเต็มเมล็ด","410","4.9","จังหวัดเชียงใหม่","","badge-video","https://down-th.img.susercontent.com/file/th-11134207-7r990-lrclq69prl4tbc_tn.webp","","ขายแล้ว 1.5พัน ชิ้น",""
"1730178464-50","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=16&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9higk3xrdd5","Dilmah ดีลมา ชาศรีลังกา❗️แบ่งขาย 1 ซอง","5","5.0","จังหวัดกรุงเทพมหานคร","","","https://down-th.img.susercontent.com/file/sg-11134201-22110-1s1huivsb9jvdb_tn.webp","","ขายแล้ว 4.2พัน ชิ้น","2-3 วัน"
"1730178464-51","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=16&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-50009109-9ab90ead8a03c7b7454cafa8f866cd37","[40/100] ชาบาร์เลย์ Barley Tea ชาข้าวบาร์เลย์ ต้านอนุมูล หอมข้าวบาร์เลย์คั่วอบ ไม่มีคาเฟอีน","228","4.9","จังหวัดกรุงเทพมหานคร","ช้อปปี้ถูกชัวร์","","https://down-th.img.susercontent.com/file/th-11134207-7r98z-lqahtao2pzhg19_tn.webp","","ขายแล้ว 1.4พัน ชิ้น","2-3 วัน"
"1730178464-52","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=16&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","SAMIDORI MATCHA ซามิโดริ มัทฉะ","2,090","ขายแล้ว 3 ชิ้น","จังหวัดกรุงเทพมหานคร","โค้ดลด ฿70","badge-video","https://down-th.img.susercontent.com/file/th-11134207-7r98u-lyfydk7eecn555_tn.webp","","ขายแล้ว 3 ชิ้น","วันพรุ่งนี้"
"1730178464-53","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=16&sortBy=relevancy","","เซ็ท Daily Matcha พร้อม Whisk set และ ถ้วย2ชั้น - Daily Whisk set (Daily matcha + Whisk set + Double-walled glass bow","1,512","","จังหวัดกรุงเทพมหานคร","โค้ดลด ฿200รับสินค้าฟรี","","https://down-th.img.susercontent.com/file/th-11134207-7r98p-lq1v382xf2fu89_tn.webp","","","2-3 วัน"
"1730178464-54","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=16&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","[40T]ชาข้าวบาร์เลย์สีนิล ดานังวอน Danongwon Black Barley Tea หอม ละมุน ดื่มได้ทั้งวัน ไม่มีคาเฟอีน","290","4.9","จังหวัดกรุงเทพมหานคร","โค้ดสิ้นเดือน","","https://down-th.img.susercontent.com/file/th-11134207-7r98z-lqeqanq07lr8c3_tn.webp","","ขายแล้ว 399 ชิ้น","1-3 วัน"
"1730178464-55","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=16&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9h6gjo4vd88","เพียวริคุ เก๊กฮวยขาวพร้อมดื่มผสมชาขาว 350 มล. 24 ขวด ยกลัง Puriku Cool White Chrysanthemum 350 ml. Pack 24 (TCP)","239","4.9","จังหวัดกรุงเทพมหานคร","","","https://down-th.img.susercontent.com/file/th-11134207-7r98o-lktusm96qtb27d_tn.webp","","ขายแล้ว 8พัน ชิ้น",""
"1730178464-56","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=16&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7rasg-m1i3n5fnyxk966","Llamito ผงอาซาอิเบอร์รี่ ออร์แกนิค (Organic Acai Berry Powder) ขนาด 250g","590","4.9","จังหวัดนนทบุรี","ช้อปปี้ถูกชัวร์ส่งไวพิเศษ","","https://down-th.img.susercontent.com/file/th-11134207-23030-ql951yqf7cov04_tn.webp","","ขายแล้ว 8.2พัน ชิ้น","2-3 วัน"
"1730178464-57","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=16&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-50009109-9ab90ead8a03c7b7454cafa8f866cd37","ผงน้ำมันมะพร้าวสกัดเย็น ขนาด 100 กรัม เกรดพรีเมี่ยม","95","4.9","จังหวัดเพชรบูรณ์","ช้อปปี้ถูกชัวร์ส่งไวพิเศษ","","https://down-th.img.susercontent.com/file/th-11134207-7r990-luaz1mxnm5kx28_tn.webp","","ขายแล้ว 6.2พัน ชิ้น","2-4 วัน"
"1730178464-58","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=16&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-50009109-9ab90ead8a03c7b7454cafa8f866cd37","Llamito ผงโปรตีนถั่วลันเตา ออร์แกนิค (Organic Pea Protein Powder) ขนาด 300g","276","4.9","จังหวัดนนทบุรี","ช้อปปี้ถูกชัวร์","","https://down-th.img.susercontent.com/file/sg-11134201-22100-1gjsldtmm8iv3b_tn.webp","","ขายแล้ว 2.3พัน ชิ้น","2-3 วัน"
"1730178464-59","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=16&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7rasg-m1i3n5fnyxk966","Llamito ผงผักเคล ออร์แกนิค (Organic Kale Powder) ขนาด 250g","299","4.9","จังหวัดนนทบุรี","ส่งไวพิเศษโค้ดลด 5%","badge-video","https://down-th.img.susercontent.com/file/sg-11134201-22110-rzpsgii5wpjv62_tn.webp","","ขายแล้ว 24พัน ชิ้น","2-3 วัน"
"1730178464-60","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=16&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7rasg-m1i3n5fnyxk966","Llamito ผงบีทรูท ออร์แกนิค (Organic Beetroot Powder) ขนาด 250g","350","4.9","จังหวัดนนทบุรี","ช้อปปี้ถูกชัวร์ส่งไวพิเศษ","","https://down-th.img.susercontent.com/file/th-11134207-7qul3-lipy6gts1ujsd3_tn.webp","","ขายแล้ว 6.1พัน ชิ้น","2-3 วัน"
"1730178492-61","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=15&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","Matcha Ichibadho Teashop Hourai no Mukashi 20g can | Japanese Tea Kyoto Powder Powder 【Direct from Japan】","1,109","5.0","ญี่ปุ่น","โค้ดลด ฿20","","https://down-th.img.susercontent.com/file/sg-11134201-7rd3t-lwcxriquzz3b3a_tn.webp","","ขายแล้ว 2 ชิ้น",""
"1730178492-62","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=15&sortBy=relevancy","","Ike No Shiro 40 g Ceremonial Grade Hoshino Tea Garden Yame Matcha Fukuoka","1,270","5.0","จังหวัดเชียงใหม่","","","https://down-th.img.susercontent.com/file/th-11134207-7r98x-lup6id90p6pab7_tn.webp","","ขายแล้ว 6 ชิ้น","3-5 วัน"
"1730178492-63","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=15&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9higk3xrdd5","Twinings Tea  ชาซองทไวนิ่ง Exp.2025-2026❗️แบ่งขาย 1 ซอง","10","5.0","จังหวัดกรุงเทพมหานคร","","","https://down-th.img.susercontent.com/file/sg-11134201-22110-z5660yd2myjv98_tn.webp","","ขายแล้ว 77.8พัน ชิ้น","2-3 วัน"
"1730178492-64","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=15&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7ras9-m1i3op3sdx7t03","ใหม่🍃ชาพระจันทร์ยิ้ม (Earth Shine Tea) (1ซองใหญ่ มี 30 ซองเล็ก)","280","4.9","จังหวัดกรุงเทพมหานคร","ส่งไวพิเศษขายส่ง","","https://down-th.img.susercontent.com/file/sg-11134201-22120-aq82qj8z02kvc3_tn.webp","","ขายแล้ว 20.6พัน ชิ้น","1-2 วัน"
"1730178492-65","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=15&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r990-lza9h6gjo4vd88","ใบชาตราสามม้า | ชามะลิ ชุนหยาหวัง | กระป๋องละ 100 กรัม","790","5.0","จังหวัดกรุงเทพมหานคร","ช้อปเพิ่มคุ้มกว่า","badge-video","https://down-th.img.susercontent.com/file/6c8082c5ceb6a2b5535fc7a3d3610024_tn.webp","","ขายแล้ว 1.4พัน ชิ้น","วันนี้"
"1730178492-66","https://shopee.co.th/search?gad_source=1&gclid=Cj0KCQjw7Py4BhCbARIsAMMx-_LZeK_AB7h3Wz9U8QyhgeSjq76-FbU3gagozHrV_WheHMMnunGXa64aAmqMEALw_wcB&is_from_login=true&keyword=matcha&page=15&sortBy=relevancy","https://down-th.img.susercontent.com/file/th-11134258-7r98r-lza9g4atif0he8","🍀 ชาขาว ♍️ ตรา Lanna Teahouse 🍀 ยอดคู่ 3 🍀 ขนาด 200 กรัม 🍀 White Tea 🍀","169","4.9","จังหวัดเชียงใหม่","โค้ดสิ้นเดือน","","https://down-th.img.susercontent.com/file/th-11134207-7qul4-lh8kok5hduk4cd_tn.webp","","ขายแล้ว 600 ชิ้น","2-4 วัน"
